"relevance","doc_type_ai","doc_type_pages","page_count","doi","plant_host","fungal_taxon","tissue","presence_absence","primary_guild","interaction_notes","biome","country","data_source","source_file","doc_type_ai_clean"
"Relevant","abstract","abstract","0","10.1021/np100730b","lycium intricatum","microdiplodia sp.","not specified in the text","present",NA,"isolated from shrub lycium intricatum; not specified in the text",NA,"not specified in the text","abstract-csv","doi_10.1021_np100730b","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.mycres.2009.10.003","erythroxylum mannii","claviradulomyces dabeicola","bark","present",NA,"associated with bark abnormalities on branches and stems of living trees.; west african rainforest",NA,"cote divoire","ghana","abstract-csv; doi_10.1016_j.mycres.2009.10.003","Abstract"
"Relevant","abstract","abstract","0","10.3390/plants10040784","aeluropus littoralis","byssochlamys spectabilis","rhizosphere","present","pgp","isolated from the rhizosphere; hot and dry desert areas",NA,"not provided in text","abstract-csv","doi_10.3390_plants10040784","Abstract"
"Relevant","abstract","abstract","0","10.1007/s13225-011-0140-y","citrus limon","","","present","pathogenic","pathogenic","pathogenic",NA,"isolated from leaves and fruits of all four citrus species","associated with tan spot of pomeloes; isolated from lemons; mandarins and oranges; but never from pomeloes; isolated as an endophyte; causing false melanose; or together with p. citricarpa or p. citriasiana; citrus producing regions across china; china; abstract-csv; doi_10.1007_s13225-011-0140-y","Abstract"
"Relevant","full-text","full-text","8","10.1038/s43705-021-00004-4","fagus sylvatica l.","andr. gross & queloz","leaf","present","pathogenic","increased with feeding damage caused by orchestes fagi; not detected in hibernating beetles; indicating o. fagi does not serve as vector for p. liobae between growing seasons.",NA,"forest","central europe","full-text; doi_10.1038_s43705-021-00004-4","Full-Text"
"Relevant","full-text","full-text","10","10.1038/srep06261","not specified in the text","enterobacter","root","present",NA,"saprotrophic; some mentioned as pathogens","indirectly",NA,"colonizing root surface and/or tissues and displaying plant growth-promotion effects","soil; not specified; full-text; doi_10.1038_srep06261","Full-Text"
"Relevant","full-text","full-text","10","10.1371/journal.pone.0071805","catharanthus roseus","fusarium oxysporum","leaf","present",NA,"isolated from field-grown leaves",NA,"india","full-text","doi_10.1371_journal.pone.0071805","Full-Text"
"Relevant","abstract","abstract","0","10.1002/ecy.2855","h.b.k.","rhizophagus irregularis","root","present","mycorrhizal","isolated from various am fungal species in greenhouse studies. differences in plant sensitivity to different am fungal species and mycorrhizal responsiveness across 17 grassland plant species were analyzed.","grassland","north america","abstract-csv","doi_10.1002_ecy.2855","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.pbi.2018.04.009","brassicaceae","diverse taxonomic groups of mutualistic root-endophytic fungi","root","present","mutualistic","association is mutualistic; fungi transfer phosphorus to the hosts and promote plant growth",NA,"not provided","not provided","abstract-csv; doi_10.1016_j.pbi.2018.04.009","Abstract"
"Relevant","abstract","abstract","0","10.1080/03235408.2021.1983362","banana","colletotrichum spp.","leaves","roots","rhizosphere","present; unknown (can be further investigated for endophytic",NA,"pathogenic","or biocontrol agent properties)","isolated from both healthy and wilt banana samples; not specified; not specified; abstract-csv; doi_10.1080_03235408.2021.1983362","Abstract"
"Relevant","abstract","abstract","0","10.5943/cream/10/1/6","prunus dulcis","aspergillus awamori","rhizosphere","seeds","present",NA,"rhizospheric","biocontrol agent","plant growth promoter","unknown; investigating several endophytic and rhizospheric fungi from almond trees with the aim of evaluating their plant growth promotion and biocontrol potential against v. dahliae and p. drechsleri.; not provided; iran; abstract-csv; doi_10.5943_cream_10_1_6","Abstract"
"Relevant","abstract","abstract","0","10.5586/aa/175998","hazelnut","arcopilus aureus","endophytic microbiome of hazelnut","present",NA,"isolated from the endophytic microbiome in poland and italy.; semi-extensive tree crops",NA,"poland","italy","abstract-csv; doi_10.5586_aa_175998","Abstract"
"Relevant","abstract","abstract","0","10.18517/ijaseit.9.4.8781","amomum centrocephalum a.d. poulsen","common_name","rhizome","present","antagonistic","isolated from healthy rhizomes; antagonistic properties evaluated against selected pathogenic bacteria and fungi; distinct inhibitory activities against bacterial pathogens",NA,NA,"known as prominent antagonists of phytopathogens","north sumatera","Abstract"
"Relevant","abstract","abstract","0","10.1007/s11274-023-03758-2","rubus idaeus","candida parapsilosis","internal tissues of fruits","present",NA,"isolated from internal tissues of various fruit species.","not specified","21 countries","abstract-csv","doi_10.1007_s11274-023-03758-2","Abstract"
"Relevant","abstract","abstract","0","10.1002/jobm.202300671","non-specific","not specified in the text)","not specified","present",NA,"isolated from mosses","antarctica","antarctica","abstract-csv","doi_10.1002_jobm.202300671","Abstract"
"Relevant","abstract","abstract","0","10.11646/phytotaxa.678.3.1","rhododendron decorum","phyllosticta cangshanensis","leaf","present",NA,"isolated from healthy leaves","not specified","china","abstract-csv","doi_10.11646_phytotaxa.678.3.1","Abstract"
"Relevant","abstract","abstract","0","10.3390/biology14070871","solani sp.","neocosmospora spp.","not specified","present",NA,"pathogenic; isolated from plant",NA,"fungal","and insect hosts","not specified; china; abstract-csv; doi_10.3390_biology14070871","Abstract"
"Relevant","abstract","abstract","0","10.1021/acs.jnatprod.6b00997","xanthium sibiricum","eupenicillium sp. lg41","not specified","present",NA,"isolated from the chinese medicinal plant xanthium sibiricum","","china","abstract-csv","doi_10.1021_acs.jnatprod.6b00997","Abstract"
"Relevant","full-text","abstract","0","10.13057/biodiv/d180413","solanum melongena l.","penicillium sp.",NA,"present","antagonistic agents","isolated from healthy eggplants; antagonistic towards fusarium oxysporum",NA,"agricultural","indonesia","abstract-csv; doi_10.13057_biodiv_d180413","Full-Text"
"Relevant","abstract","abstract","0","","a. lactiflora","colletotrichum sp.","not specified in text","present",NA,"isolated from artemisia species. some fungal endophytes exhibit host and tissue specificity.; not specified in text",NA,"not specified in text","abstract-csv","doi_nan","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.funeco.2014.07.003","cymodoceaceae","aspergillus sp.","rhizome","present",NA,"isolated from rhizome tissue","marine","tamilnadu state","abstract-csv","doi_10.1016_j.funeco.2014.07.003","Abstract"
"Relevant","abstract","abstract","0","10.1007/s10482-014-0237-x","taraxacum mongolicum hand.-mazz.","micromonospora taraxaci","root","present",NA,"taraxacum mongolicum hand.-mazz.","","china","abstract-csv","doi_10.1007_s10482-014-0237-x","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.jhazmat.2021.125595","lettuce","unknown (mentioned as endophytes","leaf","root","present","NA; isolated from leaf and root endophytes of the specified vegetables",NA,"not specified in the text","not specified in the text","abstract-csv; doi_10.1016_j.jhazmat.2021.125595","Abstract"
"Relevant","abstract","abstract","0","10.1007/s40003-012-0026-6","solanum khasianum","species not specified","rhizosphere soil","present","mycorrhizal","isolated from rhizosphere soils","not specified","not specified","abstract-csv","doi_10.1007_s40003-012-0026-6","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.micres.2020.126693","olea europaea l.","multiple endophytes (species not specified","phyllosphere","present",NA,"isolated from olive tree phyllosphere using a metabarcoding strategy targeting its1 barcode.","not specified","not specified","abstract-csv","doi_10.1016_j.micres.2020.126693","Abstract"
"Relevant","abstract","abstract","0","10.1603/022.038.0215","fagalesfagaceae","unknown fungi causing exterior fungal lesions and present in feeding chamber","gall leaves","stem galls","present","potentially pathogenic or saprotrophic; involved in the formation of stem galls and associated with increased number of empty chambers",NA,"exterior fungal lesions","herbivory by curculio sayi","and parasitoids.; not specified; not specified; abstract-csv; doi_10.1603_022.038.0215","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.biocontrol.2024.105580","rice","microbacterium testaceum","seeds and shoots","present","biocontrol","isolated from rice seeds and shoots; tested in vivo under controlled conditions for biocontrol efficacy against fusarium fujikuroi.",NA,"not-provided-in-text","not-provided-in-text","abstract-csv; doi_10.1016_j.biocontrol.2024.105580","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.biocontrol.2024.105580","rice","epicoccum layuense","seeds and shoots","present","biocontrol","isolated from rice seeds and shoots; tested in vivo under controlled conditions for biocontrol efficacy against fusarium fujikuroi.",NA,"not-provided-in-text","not-provided-in-text","abstract-csv; doi_10.1016_j.biocontrol.2024.105580","Abstract"
"Relevant","abstract","abstract","0","10.1080/01811789.1991.10827071","unspecified host plants","terfezia mycorrhizae","root","present","mycorrhizal","formation of glycoproteic cement; apposition layer production by host cell as defense response to endophyte invasion.",NA,"not_provided","not_provided","abstract-csv; doi_10.1080_01811789.1991.10827071","Abstract"
"Relevant","abstract","abstract","0","","tomato","oidium neolycopersici","leaf","present","pathogenic","infected in various tomato varieties. potential for co-infection with sclerotinia sclerotiorum.","agricultural","not provided in text","abstract-csv","doi_nan","Abstract"
"Relevant","full-text","full-text","11","10.1371/journal.pone.0147425","bromus tectorum","sporormiella sp.","not specified","present",NA,"isolated from surface-sterilized plant tissues","not specified","united states of america","full-text","doi_10.1371_journal.pone.0147425","Full-Text"
"Relevant","abstract","abstract","0","10.1007/s00203-021-02325-3","gamble","unified","root","present",NA,"isolated from roots; unified at and genus levels",NA,"not provided","china","abstract-csv; doi_10.1007_s00203-021-02325-3","Abstract"
"Relevant","abstract","abstract","0","","broad bean","nigrospora sphaerica","not specified in text","present","pathogenic","isolated from seed samples collected from commercial markets in egypt.; agricultural field or storage",NA,"egypt","abstract-csv","doi_nan","Abstract"
"Relevant","abstract","abstract","0","10.3390/jof7010045","crocus sativus l.","microdominikia","soil","present","arbuscular mycorrhizal","associated with alpine field-grown saffron; inoculated with am fungi rhizophagus intraradices and funneliformis mosseae",NA,"alpine","aosta valley","abstract-csv; doi_10.3390_jof7010045","Abstract"
"Relevant","abstract","abstract","0","","rice","chaetomium","seed","present","pathogenic","seed-borne","agricultural","sri lanka","abstract-csv","doi_nan","Abstract"
"Relevant","abstract","abstract","0","","c kobomugi","fusarium oxysporum","roots","present","pathogenic","isolated from roots of coastal sand dune plants; tested for antagonism towards plant pathogenic fungi",NA,"coastal sand dunes","assumed to be related to the korean society for microbiology and biotechnology","abstract-csv; doi_nan","Abstract"
"Relevant","full-text","abstract","0","10.1094/pdis-05-10-0374","oryza sativa l.","pantoea agglomerans","leaf","present","pathogenic","isolated from blighted leaf samples; demonstrated strong pathogenicity to rice seedlings in pathogenicity tests.",NA,"paddy field","korea","abstract-csv; doi_10.1094_pdis-05-10-0374","Full-Text"
"Relevant","abstract","abstract","0","10.4489/kjm.20200041","south korea)","neofusicoccum mangiferae","leaves","present",NA,"isolated from leaves of woody plants inhabiting ulleungdo island and yeosu","south korea","not specified in text","south korea","abstract-csv; doi_10.4489_kjm.20200041","Abstract"
"Relevant","abstract","abstract","0","10.11669/cpj.2013.24.007","desmos chinensis","guignardia mangiferae","stems","leaves (parenchyma cells of the phloem in stems","parenchyma cells","palisade tissue or sponge tissue in leaves)","present",NA,"isolated from permanent paraffin-cut section and plate isolation method.","; ; abstract-csv; doi_10.11669_cpj.2013.24.007","Abstract"
"Relevant","abstract","abstract","0","10.11646/phytotaxa.641.4.2","dicranopteris dichotoma","biscogniauxia dicranopteridis","likely host tissue","present",NA,"isolated from host","not specified","china","abstract-csv","doi_10.11646_phytotaxa.641.4.2","Abstract"
"Relevant","abstract","abstract","0","10.36721/pjps.2022.35.4.reg.1143-1151.1","dendrobium huoshanense","aspergillus flavus","not specified in text","present",NA,"isolated from the plant; not specified in text",NA,"not specified in text","abstract-csv","doi_10.36721_pjps.2022.35.4.reg.1143-1151.1","Abstract"
"Relevant","abstract","abstract","0","10.3390/d13050197","doritis pulcherrima","thelephoraceae","roots","present","mycorrhizal","isolated through culture-independent method and in vitro culture.","epiphytic orchids","southern china","china","abstract-csv; doi_10.3390_d13050197","Abstract"
"Relevant","full-text","full-text","6","10.7324/jabb.2020.80602","phyllanthus emblica linn","coelomycetes","leaf","stem","bark","present; isolated from surface-sterilized roots",NA,NA,"tropical dry deciduous forest","india; full-text; doi_10.7324_jabb.2020.80602","Full-Text"
"Relevant","abstract","abstract","0","10.1007/s10482-020-01429-y","leguminous and non-leguminous plants","firmicutes","not specified","present",NA,"living asymptomatically inside host plants throughout different stages of life cycle; promoting growth and combating various stressful conditions.",NA,"not specified","not specified","abstract-csv; doi_10.1007_s10482-020-01429-y","Abstract"
"Relevant","abstract","abstract","0","10.1094/pdis-10-22-2312-re","american ginseng","fusarium spp.","seeds","present","pathogenic","isolated from seeds; critical role in production and long-distant dissemination.",NA,"not specified","china (main production areasliuba","fusong; rongcheng; wendeng); abstract-csv; doi_10.1094_pdis-10-22-2312-re","Abstract"
"Relevant","abstract","abstract","0","","maize","a. niger","not specified","present","pathogenic","isolated from maize seeds. reduced growth rate by using aqueous extracts of nigella seeds","pomegranate peels","eucalyptus leaves","euphorbia leaves","and ginger roots.; not specified; not specified; abstract-csv; doi_nan","Abstract"
"Relevant","abstract","abstract","0","10.1007/s13225-010-0025-5","pinus halepensis","aspergillus niger","needles and twigs","present","pathogenic","isolated from needles and twigs of pinus halepensis; not specified in text",NA,"spain","abstract-csv","doi_10.1007_s13225-010-0025-5","Abstract"
"Relevant","abstract","abstract","0","10.1094/phyto-68-1520","brassica napus midas rapeseed","aspergillus glaucus","implied to be from seeds","present","implied to be involved in seed deterioration","isolated from stored rapeseeds obtained from primary elevators across western canada","agricultural","canada","abstract-csv","doi_10.1094_phyto-68-1520","Abstract"
"Relevant","abstract","abstract","0","10.1007/s40011-013-0184-8","rauwolfia serpentina benth","aspergillus awamori","leaf","stem","present","NA; with some antimicrobial and antioxidant potential; isolated from r. serpentina benth for biological activity screening",NA,NA,"northeast india","india; abstract-csv; doi_10.1007_s40011-013-0184-8","Abstract"
"Relevant","full-text","full-text","12","10.3389/fmicb.2024.1442912","allium cepa l.","serendipita indica","root zone","present",NA,"applied along with mineral fertilizers to enhance nutrient use efficiency.","agricultural field","india","full-text","doi_10.3389_fmicb.2024.1442912","Full-Text"
"Relevant","abstract","abstract","0","10.3390/agriculture13030720","humulus lupulus l.","t. virens t312","not specified in text","present","fusarium spp.","endophytic (trichoderma hamatum","t. virens","t. gamsii)","trichoderma isolates shown to inhibit growth of fusarium spp.; trichoderma used as biocontrol agent and plant growth promoter","not specified in text","Abstract"
"Relevant","abstract","abstract","0","","zea mays l.","colletotrichum gloeosporioides","leaf","stem","root","present",NA,"isolated from leaf","stem and root fragments collected about thirty","sixty and ninety days after seeds sown.; not specified; india; abstract-csv; doi_nan","Abstract"
"Relevant","abstract","abstract","0","10.1007/s00284-022-03161-4","sunflower","notes","root","present",NA,"biocontrol agent; isolated from healthy plants. field application tested.",NA,"agriculture","not provided in text","abstract-csv; doi_10.1007_s00284-022-03161-4","Abstract"
"Relevant","abstract","abstract","0","10.1021/jf900164h","maize","fusarium verticillioides","","present","pathogenic","the text mentions that bacillus mojavensis is antagonistic to fusarium verticillioides; implying a host-pathogen interaction.",NA,"","","abstract-csv; doi_10.1021_jf900164h","Abstract"
"Relevant","abstract","abstract","0","10.1002/ecy.2855","liatris aspera michx.","glomus aggregatum","root","present","mycorrhizal","isolated from various am fungal species in greenhouse studies. differences in plant sensitivity to different am fungal species and mycorrhizal responsiveness across 17 grassland plant species were analyzed.","grassland","north america","abstract-csv","doi_10.1002_ecy.2855","Abstract"
"Relevant","abstract","abstract","0","10.1007/s11557-016-1254-0","tacinga inamoena","bezerromyces brasiliensis","not specified in text","present",NA,"caatinga","caatinga","brazil","abstract-csv","doi_10.1007_s11557-016-1254-0","Abstract"
"Relevant","abstract","abstract","0","10.14720/aas.2019.114.1.12","l.","basidiomycota - specific species not provided","roots","present",NA,"ectomycorrhiza","putative","its","arid and semi-arid regions of algeria","algeria; abstract-csv; doi_10.14720_aas.2019.114.1.12","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.cropro.2009.03.017","oryza sativa","rhizoctonia solani","leaves","present","pathogenic","isolated from paddy field. in vitro inhibition of mycelial growth and in vivo protection against infection.","paddy field","not specified","abstract-csv","doi_10.1016_j.cropro.2009.03.017","Abstract"
"Relevant","abstract","abstract","0","10.4489/kjm.20180003","abies koreana","coleophoma parafusiformis","leaf","present",NA,"isolated from leaves of abies koreana growing in korea","","korea","abstract-csv","doi_10.4489_kjm.20180003","Abstract"
"Relevant","abstract","abstract","0","10.13057/biodiv/d200503","centella asiatica","earliella scabrosa","stolons","leaves","roots","petioles","present",NA,"isolated from stolons","indonesia","Abstract"
"Relevant","full-text","full-text","15","10.1038/s41598-025-98978-x","linnaeus","stemphylium gracilariae","seaweed","present",NA,"isolated from seaweed hosts","marine","portugal","full-text","doi_10.1038_s41598-025-98978-x","Full-Text"
"Relevant","abstract","abstract","0","10.1007/s40011-017-0924-2","chlorophytum borivilianum sant and fern.","fusarium solani","leaf","present",NA,"pathogenic (rhizoctonia bataticola; setosphaeria rostrata",NA,"bipolaris maydis","diaporthe phaseolorum","delhi and hyderabad","Abstract"
"Relevant","abstract","abstract","0","10.1007/s11274-014-1695-z","lichen","not applicable (lichen is a symbiotic organism consisting of fungi and photosynthetic partners","not specified","present","lichen symbiosis is a mutualistic relationship","isolates were obtained from lichens from different habitats of the arctic and antarctica","arctic","antarctica","not specified","abstract-csv; doi_10.1007_s11274-014-1695-z","Abstract"
"Relevant","abstract","abstract","0","10.1111/efp.12559","citrus sinensis","other fungal taxa","leaves","bark","xylem","present; isolated from healthy leaves",NA,NA,"bark and xylem of citrus sinensis in different seasons and age-es.","not provided; iran; abstract-csv; doi_10.1111_efp.12559","Abstract"
"Relevant","abstract","abstract","0","","lolium spp.","acremonium coenophialum","dorsal pedal vein","present",NA,"infected fescue grass","","","abstract-csv","doi_nan","Abstract"
"Relevant","abstract","abstract","0","10.26452/ijrps.v9i1.1200","carrot","aspergillus niger","not specified","present",NA,"isolated from endophytic fungi aspergillus niger","not specified","not specified","abstract-csv","doi_10.26452_ijrps.v9i1.1200","Abstract"
"Relevant","full-text","full-text","7","10.1515/znc-2009-11-1212","rubiaceae","penicillium sp.1","leaves","present",NA,"isolated from surface-sterilized leaves; estação ecológica experimental de mogi-guaçu",NA,"fazenda campinha","mogi-guaçu","são paulo; brazil; brazil; full-text; doi_10.1515_znc-2009-11-1212","Full-Text"
"Relevant","abstract","abstract","0","10.1071/ea9720185","banana","gloesporium musarum","cut surface","crown tissues in hands","present","pathogenic; causes crown rot disease",NA,"tropical","new south wales","australia; abstract-csv; doi_10.1071_ea9720185","Abstract"
"Relevant","abstract","abstract","0","10.1007/s00572-001-0146-5","gaultheria poeppiggi dc","dark septate fungal endophytes","roots","present","mutualistic (mycorrhizalericoid","arbuscular); presence of three types of fungal symbiontsericoid mycorrhizas",NA,NA,"dark septate fungal endophytes","not provided in text","Abstract"
"Relevant","abstract","abstract","0","10.22092/jmpb.2019.119381","kelussia odoratissima mozaff.","piriformospora indica","not specified","present",NA,"root-colonizing endophyte; promoting plant growth and resistance to stresses.",NA,"","iran","abstract-csv; doi_10.22092_jmpb.2019.119381","Abstract"
"Relevant","abstract","abstract","0","02","fraxinus excelsior","155 unspecified endophytic fungi","inside part of plants","present",NA,"isolated from various unspecified plant hosts; not specified in text",NA,"not specified in text","abstract-csv","02","Abstract"
"Uncertain","abstract","abstract","0","10.1016/j.cropro.2013.11.027","potato","phytophthora infestans","leaf discs","intact plants","present","NA; not a symbiotic or pathogenic interaction","fungitoxicity study",NA,"","; abstract-csv; doi_10.1016_j.cropro.2013.11.027","Abstract"
"Relevant","abstract","abstract","0","","pinus sylvestris l.","all identified fungal taxa in the study","outermost sapwood","present",NA,"isolated from woody microcores of declining and healthy scots pine trees","alps forest","western alps","europe","abstract-csv; doi_nan","Abstract"
"Relevant","abstract","abstract","0","10.1007/s00442-024-05650-8","spartina alterniflora","magnaporthales sp.","root","present",NA,"isolated from root of spartina alterniflora in a greenhouse experiment.","salt marsh","not provided in text","abstract-csv","doi_10.1007_s00442-024-05650-8","Abstract"
"Relevant","abstract","abstract","0","10.1021/acs.jnatprod.1c00813","areca catechu l","trichoderma asperellum g10","not specified","present",NA,"isolated from the medicinal plant areca catechu l","not specified","not specified","abstract-csv","doi_10.1021_acs.jnatprod.1c00813","Abstract"
"Relevant","abstract","abstract","0","10.1007/s41348-016-0066-4","groundnut","aspergillus flavus","root","present","pathogenic","causes pre-harvest infection during drought stress","releases aflatoxins","not provided in text","not provided in text","abstract-csv; doi_10.1007_s41348-016-0066-4","Abstract"
"Relevant","abstract","abstract","0","","asplenium nidus","class sphaeropsidales","leaf","midrib","root","present; isolated from various parts of epiphyte fern asplenium nidus",NA,NA,"","malaysia; abstract-csv; doi_nan","Abstract"
"Relevant","abstract","abstract","0","10.1007/s11557-021-01740-6","dd","drechslera","leaf","present",NA,"isolated from mature leaves of twenty-five woody tree species with a colonization frequency of < 5%","tropical dry thorn","dry deciduous","and montane evergreen forests","india; abstract-csv; doi_10.1007_s11557-021-01740-6","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.cropro.2013.05.021","bryophytes","fusarium oxysporum","","present","pathogenic","isolated as plant pathogens","raised bog ecosystem","","abstract-csv","doi_10.1016_j.cropro.2013.05.021","Abstract"
"Relevant","abstract","abstract","0","10.1021/cg500699z","nerium oleander","fusarium equisiti","not specified (assumednot plant-specific","as it refers to soybean seed-borne fungi)","present","pathogenic; isolated from soybean seeds",NA,"not specified","not specified","abstract-csv; doi_10.1021_cg500699z","Abstract"
"Relevant","abstract","abstract","0","10.1086/323274","festuca arundinacea","not specified","not specified","present",NA,"isolated from a successional field dominated by festuca arundinacea","grassland","not specified","abstract-csv","doi_10.1086_323274","Abstract"
"Relevant","full-text","full-text","15","10.1007/s10658-019-01827-7","pyrus communis","alternaria spp.","flower bud","present","pathogenic","isolated from diseased flower buds; strong correlations between dead dormant flower buds and infection rates of flower buds with alternaria spp.",NA,NA,"netherlands","full-text; doi_10.1007_s10658-019-01827-7","Full-Text"
"Relevant","abstract","abstract","0","10.3390/plants13010022","phaseolus vulgaris l.","ascomycotahypocreales","bean plants","present",NA,"established as endophytes in bean plants under laboratory conditions after application","not provided in text","not provided in text","abstract-csv","doi_10.3390_plants13010022","Abstract"
"Relevant","abstract","abstract","0","10.1007/s11103-016-0449-8","brachypodium distachyon","herbaspirillum seropedicae","root","present",NA,"strong endophytic colonization of roots; as measured by drop plate counting and direct; microscopic examination of roots.",NA,NA,"","; abstract-csv; doi_10.1007_s11103-016-0449-8","Abstract"
"Relevant","abstract","abstract","0","10.3923/jm.2008.520.534","kidney bean","aspergillus niger","seeds","present","most likely includes pathogenic and saprotrophic species","isolated from fabaceae seeds collected from libya using seed-plate method and dilution-plate method","agricultural","libya","abstract-csv","doi_10.3923_jm.2008.520.534","Abstract"
"Relevant","full-text","full-text","10","10.3329/bjp.v13i3.36716","fimbristylis miliaceae","specific species not provided)","not specified","present",NA,"isolated from six sri lankan plants of the cyperaceae; suburban areas and paddy fields in colombo district; home gardens and paddy fields in badulla",NA,NA,"sri lanka","sri lanka; full-text; doi_10.3329_bjp.v13i3.36716","Full-Text"
"Relevant","full-text","full-text","13","10.1038/s41598-022-23582-2","colobanthus quitensis","vishniacozyma","leaf","present",NA,"otcs","antarctica","antarctica","full-text","doi_10.1038_s41598-022-23582-2","Full-Text"
"Relevant","full-text","full-text","12","10.1371/journal.pone.0257173","agrostis stolonifera l.","epichloe amarillans","young seedlings","present",NA,"glucanase-like gene was ubiquitously expressed; monooxygenase-like gene expression levels were lower than glucanase-like gene.",NA,"not specified","not specified","full-text; doi_10.1371_journal.pone.0257173","Full-Text"
"Relevant","abstract","abstract","0","","teijsm. and mann.","aspergillus fumigates","root","present","mycorrhizal","isolated from surface-sterilized roots; symbiotic germination test conducted on oat meal agar",NA,"","","abstract-csv; doi_nan","Abstract"
"Relevant","abstract","abstract","0","10.7501/j.issn.0253-2670.2023.13.002","drynaria","lecanicillium sp. gzwmjz-847","rhizoma","present",NA,"isolated from drynaria rhizoma","not specified","not specified","abstract-csv","doi_10.7501_j.issn.0253-2670.2023.13.002","Abstract"
"Relevant","abstract","abstract","0","","lentil","fusarium gra minearum","not specified in text","present","pathogenic","isolated from seed samples collected from commercial markets in egypt.; agricultural field or storage",NA,"egypt","abstract-csv","doi_nan","Abstract"
"Relevant","abstract","abstract","0","10.1007/s13225-011-0125-x","not specified","pestalotiopsis spp.","not specified","present",NA,"isolated as endophytes; but also identified as plant pathogens. the text suggests confusion in the taxonomy of pestalotiopsis.",NA,"not specified","not specified","abstract-csv; doi_10.1007_s13225-011-0125-x","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.plaphy.2017.09.016","miscanthus x giganteus","rhizophagus intraradices","leaf","present",NA,"mycorrhizal; i.e. basidiomycetous endophytes",NA,"not provided","not provided","abstract-csv; doi_10.1016_j.plaphy.2017.09.016","Abstract"
"Relevant","abstract","abstract","0","10.1007/s11274-025-04284-z","rice","focus is on bacteria","root endosphere","present",NA,"dominant bacterium clostridium was consistently enriched in the endosphere of salt-tolerant rice throughout all growth stages.; coastal saline-alkali soils",NA,"not specified","abstract-csv","doi_10.1007_s11274-025-04284-z","Abstract"
"Relevant","abstract","abstract","0","10.1002/hlca.201500048","ilex formosana","hypoxylon sp. bcrc 12f0687","root","present",NA,"isolated from root","not specified","taiwan","abstract-csv","doi_10.1002_hlca.201500048","Abstract"
"Relevant","abstract","abstract","0","10.1093/jee/83.4.1640","perennial ryegrass","a. latch","leaf sheath","leaf blade","present","NA; infected plant exhibited high level of insect resistance to the hairy chinch bug. nymphs were able to detect the presence of the endophyte and avoided the infected plant.",NA,"not specified in text","not specified in text","abstract-csv; doi_10.1093_jee_83.4.1640","Abstract"
"Relevant","abstract","abstract","0","10.1016/j.funbio.2020.03.011","corn","metarhizium robertsii esalq2450","not specified in text","present","biocontrol agent","isolated from soil; used for seed coating",NA,"not specified in text","brazil","abstract-csv; doi_10.1016_j.funbio.2020.03.011","Abstract"
"Relevant","full-text","full-text","19","10.1371/journal.pone.0158207","boswellia sacra","strainbsl17","leaf","stem","present",NA,"indole acetic acid","stem","desert woodlands of oman","oman; republic of korea; full-text; doi_10.1371_journal.pone.0158207","Full-Text"
"Relevant","abstract","abstract","0","10.1016/j.soilbio.2020.107909","watermelon and cucumber","fusarium wilt-causing fungus","rhizosphere","present","pathogenic","plants were inoculated with the fusarium wilt-causing fungus; rice field or secondary forest",NA,"not provided in text","abstract-csv","doi_10.1016_j.soilbio.2020.107909","Abstract"
"Relevant","abstract","abstract","0","10.1080/03235400902753758","maize","aspergillus flavus","grain","present","pathogenic","seed-borne fungus","not provided in text","not provided in text","abstract-csv","doi_10.1080_03235400902753758","Abstract"
"Relevant","abstract","abstract","0","","mungbean","rhizopus nigricans","not specified in text","present","pathogenic","isolated from seed samples collected from commercial markets in egypt.; agricultural field or storage",NA,"egypt","abstract-csv","doi_nan","Abstract"
"Relevant","full-text","full-text","14","10.3389/fmicb.2023.1288066","and grasslands)","and species mentioned in the text","soil","present","saprotrophic","not specified if endophytes are free-living or plant associated","fungal parasitism","ectomycorrhizal","soil samples collected from rhizosphere soil of xinjiang and fujian provinces","xinjiang and fujian provinces","Full-Text"
"Relevant","abstract","abstract","0","10.2134/agronj1985.00021962007700050030x","tall fescue","acremonium coenophialum morgan-jones and gams","seed","vegetative tissue","present","NA; fungal endophyte present in tall fescue plants. endophyte levels in vegetative tissue and seed produced from old plants were low.",NA,"not provided in text","not provided in text","abstract-csv; doi_10.2134_agronj1985.00021962007700050030x","Abstract"
"Relevant","abstract","abstract","0","10.1007/s11557-020-01585-5","panicum maximum","sarocladium graminicola","not specified in text","present",NA,"isolated from various tropical forage grasses","tropics","brazil","abstract-csv","doi_10.1007_s11557-020-01585-5","Abstract"
"Relevant","abstract","abstract","0","10.1080/00275514.2019.1677448","genus","parasarocladium aestuarinum","not specified in text","present",NA,"portugal; estuarine environment",NA,"portugal","abstract-csv","doi_10.1080_00275514.2019.1677448","Abstract"
